,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,ADANIENT,EQ,01-Feb-2019,137.15,136.95,144.8,134.55,142.65,143.0,140.8,7091209,998418569.55,43786,2949171,41.59,143.0,136.95
1,1,ADANIENT,EQ,04-Feb-2019,143.0,142.9,142.9,121.3,121.95,123.1,127.65,9832462,1255108533.5,55474,1795228,18.26,123.1,142.9
2,2,ADANIENT,EQ,05-Feb-2019,123.1,122.0,127.4,119.6,122.05,124.25,124.08,8484607,1052772159.05,39749,1577123,18.59,124.25,122.0
3,3,ADANIENT,EQ,06-Feb-2019,124.25,123.85,124.2,114.8,121.95,122.9,120.21,9905219,1190740530.05,45393,809672,8.17,122.9,123.85
4,4,ADANIENT,EQ,07-Feb-2019,122.9,122.2,126.8,119.05,123.3,123.95,123.26,9826247,1211162999.25,53136,473236,4.82,123.95,122.2
5,5,ADANIENT,EQ,08-Feb-2019,123.95,123.0,125.45,115.7,122.0,123.75,121.91,8059813,982600893.5,45346,877430,10.89,123.75,123.0
6,6,ADANIENT,EQ,11-Feb-2019,123.75,122.95,123.25,115.8,117.2,118.2,118.81,7048335,837384807.9,33383,1217715,17.28,118.2,122.95
7,7,ADANIENT,EQ,12-Feb-2019,118.2,117.2,120.0,115.35,115.65,116.95,117.58,3698931,434938778.95,20767,535200,14.47,116.95,117.2
8,8,ADANIENT,EQ,13-Feb-2019,116.95,117.0,125.6,115.5,115.95,119.55,120.92,9784596,1183106581.45,50621,797385,8.15,119.55,117.0
9,9,ADANIENT,EQ,14-Feb-2019,119.55,118.45,119.5,116.0,117.8,118.1,117.5,4962697,583127698.9,33691,585832,11.8,118.1,118.45
10,10,ADANIENT,EQ,15-Feb-2019,118.1,118.15,121.15,116.5,118.2,119.8,118.96,4509378,536451823.35,24725,331429,7.35,119.8,118.15
11,11,ADANIENT,EQ,18-Feb-2019,119.8,118.3,119.9,116.1,117.15,117.5,118.02,2569451,303238975.9,16074,249472,9.71,117.5,118.3
12,12,ADANIENT,EQ,19-Feb-2019,117.5,118.4,119.8,116.8,116.8,118.25,118.27,2644152,312734434.15,13436,205911,7.79,118.25,118.4
13,13,ADANIENT,EQ,20-Feb-2019,118.25,117.95,121.1,116.2,118.8,120.05,119.6,3739081,447177285.8,18731,579573,15.5,120.05,117.95
14,14,ADANIENT,EQ,21-Feb-2019,120.05,119.8,121.0,117.9,119.05,119.4,119.54,2698192,322554413.9,18870,382374,14.17,119.4,119.8
15,15,ADANIENT,EQ,22-Feb-2019,119.4,120.25,130.7,119.8,124.5,128.05,125.81,14695085,1848851227.7,73657,1514508,10.31,128.05,120.25
16,16,ADANIENT,EQ,25-Feb-2019,128.05,125.0,133.9,123.0,130.65,132.0,129.6,12769956,1654936163.4,70459,1236868,9.69,132.0,125.0
17,17,ADANIENT,EQ,26-Feb-2019,132.0,130.0,134.3,128.0,133.0,132.1,131.44,8879092,1167098695.5,47200,1042637,11.74,132.1,130.0
18,18,ADANIENT,EQ,27-Feb-2019,132.1,133.8,136.3,129.55,131.8,132.25,133.27,5875292,783010835.15,33105,722711,12.3,132.25,133.8
19,19,ADANIENT,EQ,28-Feb-2019,132.25,133.5,134.2,128.0,128.25,128.85,131.28,3960957,519985309.3,20455,970554,24.5,128.85,133.5
