,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Close,Open
0,0,ADANIENT,EQ,02-Dec-2019,214.9,212.0,213.7,206.05,208.35,209.0,209.63,3169460,664413185.2,20785,356637,11.25,209.0,212.0
1,1,ADANIENT,EQ,03-Dec-2019,209.0,208.0,209.95,203.55,206.7,207.85,206.76,2382612,492633069.9,16193,300562,12.61,207.85,208.0
2,2,ADANIENT,EQ,04-Dec-2019,207.85,205.8,213.5,205.3,212.5,212.45,210.11,2917279,612936447.6,19342,393566,13.49,212.45,205.8
3,3,ADANIENT,EQ,05-Dec-2019,212.45,213.0,213.7,207.35,207.65,208.4,209.56,2309030,483882449.85,15157,351350,15.22,208.4,213.0
4,4,ADANIENT,EQ,06-Dec-2019,208.4,208.45,210.05,205.05,205.05,206.5,207.34,1958477,406062014.65,12979,252093,12.87,206.5,208.45
5,5,ADANIENT,EQ,09-Dec-2019,206.5,205.9,209.7,202.4,207.35,207.45,206.88,2550809,527711887.75,16388,217276,8.52,207.45,205.9
6,6,ADANIENT,EQ,10-Dec-2019,207.45,207.45,208.2,203.3,203.35,204.2,205.43,2139886,439587492.1,12408,205751,9.62,204.2,207.45
7,7,ADANIENT,EQ,11-Dec-2019,204.2,203.1,207.8,202.65,205.6,206.15,205.36,2155584,442668476.95,17013,222924,10.34,206.15,203.1
8,8,ADANIENT,EQ,12-Dec-2019,206.15,206.9,212.35,206.6,209.35,210.4,209.43,2958155,619522422.7,22984,497577,16.82,210.4,206.9
9,9,ADANIENT,EQ,13-Dec-2019,210.4,210.5,213.25,208.5,211.85,212.2,211.42,2867800,606312865.0,19513,419066,14.61,212.2,210.5
10,10,ADANIENT,EQ,16-Dec-2019,212.2,212.1,213.25,209.4,209.7,210.5,211.11,2184582,461186998.7,12092,341050,15.61,210.5,212.1
11,11,ADANIENT,EQ,17-Dec-2019,210.5,210.5,213.2,210.0,211.15,211.2,211.29,1968218,415859379.7,9914,406134,20.63,211.2,210.5
12,12,ADANIENT,EQ,18-Dec-2019,211.2,211.8,212.45,205.6,207.8,208.15,208.15,2542320,529190668.65,15181,451342,17.75,208.15,211.8
13,13,ADANIENT,EQ,19-Dec-2019,208.15,207.65,211.0,206.75,210.5,210.55,209.58,2180662,457029411.7,12855,373731,17.14,210.55,207.65
14,14,ADANIENT,EQ,20-Dec-2019,210.55,210.0,220.8,209.5,217.6,218.8,217.04,6997898,1518804929.75,42167,952887,13.62,218.8,210.0
15,15,ADANIENT,EQ,23-Dec-2019,218.8,217.75,220.8,212.4,214.5,214.55,216.54,3709426,803238280.95,32301,588172,15.86,214.55,217.75
16,16,ADANIENT,EQ,24-Dec-2019,214.55,214.55,216.95,207.6,208.85,209.15,212.21,2984621,633360473.55,18225,643046,21.55,209.15,214.55
17,17,ADANIENT,EQ,26-Dec-2019,209.15,208.95,211.1,205.6,210.45,208.95,208.15,3299177,686718470.15,19516,478566,14.51,208.95,208.95
