"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"VEDL","01-Mar-2019","28-Mar-2019","CE","170","8.65","10.25","8.35","9.05","9.35","9.05","725","2987.01","152.26","471500","2300","173.45"
"VEDL","05-Mar-2019","28-Mar-2019","CE","170","8.95","10.15","8.5","9.45","9.15","9.45","233","961.53","50.5","464600","-6900","174.95"
"VEDL","06-Mar-2019","28-Mar-2019","CE","170","10.95","12.3","10.1","11.65","12.05","11.65","207","863.03","53.66","411700","-52900","178.5"
"VEDL","07-Mar-2019","28-Mar-2019","CE","170","10.75","10.75","7.75","9.7","9.7","9.7","151","622.65","32.24","404800","-6900","176.05"
"VEDL","08-Mar-2019","28-Mar-2019","CE","170","8.45","8.6","6.55","7","6.65","7","160","652.42","26.82","441600","36800","172.35"
"VEDL","11-Mar-2019","28-Mar-2019","CE","170","7.05","10.5","7.05","9.15","8.75","9.15","170","700.41","35.71","374900","-66700","177.1"
"VEDL","12-Mar-2019","28-Mar-2019","CE","170","9.9","11.4","9.6","10.15","10.1","10.15","167","694.04","41.07","347300","-27600","178.45"
"VEDL","13-Mar-2019","28-Mar-2019","CE","170","9.15","9.75","6.8","7.2","7.3","7.2","284","1159.99","49.55","391000","43700","171.6"
"VEDL","14-Mar-2019","28-Mar-2019","CE","170","6.9","8.75","6.9","8.1","8.2","8.1","166","679.04","29.98","370300","-20700","173.6"
"VEDL","15-Mar-2019","28-Mar-2019","CE","170","7.95","9","5.9","8.6","8.4","8.6","165","672.55","27.4","349600","-20700","175.7"
"VEDL","18-Mar-2019","28-Mar-2019","CE","170","7.5","7.75","6.45","7.25","7.75","7.25","143","582.41","23.28","409400","59800","173.3"
"VEDL","19-Mar-2019","28-Mar-2019","CE","170","6.25","8.5","6.1","6.65","6.55","6.65","217","883.77","35.3","420900","11500","172.7"
"VEDL","20-Mar-2019","28-Mar-2019","CE","170","6.95","8","6","6.95","6.9","6.95","102","415.45","16.63","423200","2300","174.55"
"VEDL","22-Mar-2019","28-Mar-2019","CE","170","6.55","8","4.9","5.45","4.9","5.45","78","317.3","12.32","393300","-29900","173.9"
"VEDL","25-Mar-2019","28-Mar-2019","CE","170","3.05","3.6","1.95","2.15","1.95","2.15","1054","4186.25","65.11","1053400","660100","168.25"
"VEDL","26-Mar-2019","28-Mar-2019","CE","170","2.55","5.2","1.9","4.75","5.2","4.75","882","3520.01","71.39","713000","-340400","173.6"
"VEDL","27-Mar-2019","28-Mar-2019","CE","170","5.75","7.7","4.65","6.1","5.4","6.1","444","1798.23","62.19","427800","-285200","175.45"
"VEDL","28-Mar-2019","28-Mar-2019","CE","170","6.9","8.75","5.85","8","8","0","242","987.59","41.37","184000","-243800","178.05"
