Date,Expiry,Strike,Returns,OV,OV-Mean,Ratio
06-Jun-2022,30-Jun-2022,370,35.13513513513514,-32.64000000000014,1.1049311329646525,-29.54030258195677
27-Jun-2022,30-Jun-2022,370,-22.413793103448274,-22.38461538461549,-285.4444444444445,0.07842021738479539
