"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Mar-2019","    26941.00","    27076.55","    26928.90","    27043.90","      189425878","         4531.37"
"05-Mar-2019","    27068.15","    27580.75","    26958.10","    27554.05","      207435129","         5122.25"
"06-Mar-2019","    27618.10","    27681.65","    27492.05","    27625.65","      179778089","         4966.69"
"07-Mar-2019","    27661.00","    27815.50","    27560.00","    27764.60","      208017462","         4715.54"
"08-Mar-2019","    27686.15","    27811.35","    27645.40","    27761.80","      140524297","         3711.24"
"11-Mar-2019","    27840.10","    28035.60","    27791.25","    27966.65","      148235712","         4381.47"
"12-Mar-2019","    28168.20","    28488.10","    28142.25","    28443.70","      184260495","         6427.57"
"13-Mar-2019","    28480.30","    28927.70","    28353.65","    28884.30","      206998023","         9124.75"
"14-Mar-2019","    29028.90","    29070.35","    28819.75","    28923.10","      187139544","         6138.11"
"15-Mar-2019","    29007.00","    29520.70","    28990.85","    29381.45","      296217360","         9607.37"
"18-Mar-2019","    29521.60","    29812.00","    29361.65","    29596.10","      185741004","         5835.92"
"19-Mar-2019","    29702.60","    29799.75","    29547.70","    29767.85","      222296391","         5295.30"
"20-Mar-2019","    29769.65","    29885.20","    29633.50","    29832.20","      194921072","         5196.81"
"22-Mar-2019","    29920.75","    30008.10","    29508.70","    29582.50","      219823784","         6622.27"
"25-Mar-2019","    29329.40","    29329.40","    29156.25","    29281.20","      132018394","         3876.07"
"26-Mar-2019","    29300.40","    29950.15","    29278.50","    29882.15","      131212876","         4159.59"
"27-Mar-2019","    30034.15","    30262.55","    29790.25","    30019.80","      260544922","         8006.30"
"28-Mar-2019","    30064.80","    30496.05","    29969.10","    30420.55","      292110701","         9523.90"
"29-Mar-2019","    30480.35","    30499.15","    30235.90","    30426.80","      219687116","         6217.73"
"01-Apr-2019","    30537.60","    30648.10","    30218.35","    30326.50","      224440509","         5594.91"
"02-Apr-2019","    30450.10","    30452.90","    30155.85","    30354.25","      196482019","         5205.38"
"03-Apr-2019","    30440.85","    30602.55","    30036.25","    30093.30","      193071867","         5203.95"
"04-Apr-2019","    30147.30","    30245.70","    29809.90","    29904.90","      199631082","         5460.27"
"05-Apr-2019","    30002.85","    30174.00","    29850.00","    30084.65","      154141037","         4130.84"
"08-Apr-2019","    30201.50","    30232.05","    29716.60","    29845.30","      147201421","         3687.89"
"09-Apr-2019","    29901.50","    30165.05","    29703.55","    30113.85","      165462138","         4788.34"
"10-Apr-2019","    29916.60","    30155.75","    29768.10","    29803.50","      165250173","         9946.96"
"11-Apr-2019","    29841.85","    29852.25","    29640.25","    29786.10","      108247929","         3168.46"
"12-Apr-2019","    29780.55","    30000.95","    29707.00","    29938.55","      104858970","         3137.74"
"15-Apr-2019","    29983.50","    30163.10","    29919.10","    30104.25","       90613632","         3071.18"
"16-Apr-2019","    30236.25","    30590.95","    30228.20","    30531.35","      117822281","         4223.74"
"18-Apr-2019","    30656.50","    30669.80","    30142.20","    30223.40","      141697748","         4610.68"
"22-Apr-2019","    30282.50","    30289.90","    29647.55","    29687.95","      132778018","         4647.04"
"23-Apr-2019","    29761.95","    29906.50","    29455.45","    29479.70","      145857126","         4502.93"
"24-Apr-2019","    29550.50","    29914.85","    29435.05","    29860.80","      129529258","         4477.27"
"25-Apr-2019","    29927.05","    30057.70","    29511.95","    29561.35","      201016367","         6526.09"
