"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Aug-2019","    28660.50","    28819.70","    28047.35","    28367.25","      282236909","         7707.97"
"02-Aug-2019","    28224.25","    28544.55","    27936.35","    28204.95","      319929406","         8849.25"
"05-Aug-2019","    27841.20","    27866.55","    27389.50","    27648.05","      334367503","         7912.63"
"06-Aug-2019","    27518.50","    28148.40","    27503.90","    28022.10","      291001441","         7032.30"
"07-Aug-2019","    28053.85","    28175.55","    27641.85","    27702.05","      353400945","         7335.22"
"08-Aug-2019","    27840.10","    28227.55","    27531.05","    28110.45","      303596759","         7133.44"
"09-Aug-2019","    28293.65","    28602.75","    28251.75","    28431.90","      336826632","         7347.48"
"13-Aug-2019","    28356.80","    28358.85","    27683.50","    27729.10","      335809590","         5984.53"
"14-Aug-2019","    27885.50","    28107.05","    27726.65","    28019.20","      290413445","         5104.33"
"16-Aug-2019","    27920.30","    28251.05","    27720.95","    28217.00","      274020219","         5157.25"
"19-Aug-2019","    28331.25","    28468.90","    28146.50","    28186.10","      241810912","         4525.25"
"20-Aug-2019","    28163.55","    28215.40","    27839.65","    27982.45","      288236399","         5073.04"
"21-Aug-2019","    28021.00","    28098.90","    27666.20","    27719.05","      358841104","         5315.64"
"22-Aug-2019","    27690.05","    27690.05","    26975.55","    27034.20","      465070847","         6452.46"
"23-Aug-2019","    26835.35","    27207.30","    26560.60","    26958.65","      485538647","         7843.57"
"26-Aug-2019","    27663.95","    27995.25","    26859.35","    27951.35","      519219181","         8927.81"
"27-Aug-2019","    28106.30","    28277.70","    27960.80","    28126.15","      386839458","         7802.00"
"28-Aug-2019","    28080.25","    28095.55","    27634.65","    27804.30","      384111651","         6674.30"
"29-Aug-2019","    27694.95","    27719.05","    27239.95","    27305.20","      377438481","         7339.26"
