"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Nov-2019","    30196.15","    30409.00","    30028.90","    30330.55","      646745938","         9226.12"
"04-Nov-2019","    30415.90","    30607.05","    30227.25","    30333.10","      613019002","         7721.63"
"05-Nov-2019","    30403.25","    30452.70","    30091.35","    30219.85","      534711559","         7772.51"
"06-Nov-2019","    30225.20","    30699.00","    30013.65","    30609.60","      403957809","         6876.72"
"07-Nov-2019","    30722.60","    30821.35","    30462.55","    30633.15","      364819481","         7186.41"
"08-Nov-2019","    30571.30","    31108.40","    30504.05","    30749.40","      620047286","        10804.54"
"11-Nov-2019","    30664.65","    31205.20","    30625.80","    31115.55","      422777530","         7377.80"
"13-Nov-2019","    31084.75","    31198.50","    30488.10","    30541.55","      474514279","         7993.03"
"14-Nov-2019","    30615.80","    30789.20","    30338.35","    30749.95","      383307292","         7906.64"
"15-Nov-2019","    30912.40","    31165.45","    30860.70","    31008.40","      393946823","         9304.25"
"18-Nov-2019","    31036.80","    31203.55","    30901.85","    30992.10","      331730315","         6249.74"
"19-Nov-2019","    31045.15","    31298.05","    30974.30","    31236.25","      429946749","         7988.03"
"20-Nov-2019","    31292.35","    31471.65","    31205.55","    31353.85","      418997557","         7712.76"
"21-Nov-2019","    31413.25","    31463.15","    31243.00","    31349.95","      296147991","         6836.85"
"22-Nov-2019","    31389.60","    31394.20","    31055.20","    31111.60","      257772972","         5313.89"
"25-Nov-2019","    31065.10","    31591.60","    31049.75","    31555.90","      317309578","         6108.08"
"26-Nov-2019","    31692.85","    31850.35","    31465.85","    31718.35","      856689798","        22529.25"
"27-Nov-2019","    31832.75","    31916.80","    31734.50","    31875.95","      417569581","         7883.95"
"28-Nov-2019","    31981.70","    32157.05","    31905.90","    32122.95","      498304741","         9846.60"
