"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jan-2019","    27231.40","    27430.55","    27019.05","    27392.40","      116379065","         3497.39"
"02-Jan-2019","    27297.00","    27397.55","    27077.60","    27174.70","      176599164","         4422.44"
"03-Jan-2019","    27181.60","    27206.20","    26923.75","    26959.85","      151201387","         4032.83"
"04-Jan-2019","    26999.70","    27274.50","    26926.10","    27195.00","      189451222","         4440.79"
"07-Jan-2019","    27378.65","    27477.80","    27279.55","    27304.55","      161026470","         4112.84"
"08-Jan-2019","    27301.90","    27542.40","    27161.95","    27509.50","      150550286","         4359.43"
"09-Jan-2019","    27651.25","    27754.45","    27409.50","    27720.40","      199818392","         6148.74"
"10-Jan-2019","    27713.55","    27713.55","    27488.20","    27528.55","      139266179","         4308.94"
"11-Jan-2019","    27602.80","    27612.45","    27382.45","    27453.90","      116552104","         3510.63"
"14-Jan-2019","    27389.20","    27389.80","    27182.20","    27248.25","      212863498","         4859.32"
"15-Jan-2019","    27317.55","    27447.55","    27317.10","    27400.75","      161396521","         3884.40"
"16-Jan-2019","    27405.65","    27554.75","    27403.05","    27483.70","      183688179","         4155.93"
"17-Jan-2019","    27568.60","    27611.55","    27335.15","    27528.75","      212321274","         4941.09"
"18-Jan-2019","    27550.05","    27576.45","    27410.65","    27456.70","      129067258","         3343.81"
"21-Jan-2019","    27514.55","    27622.20","    27388.50","    27533.60","      128881764","         4626.77"
"22-Jan-2019","    27526.55","    27533.35","    27385.40","    27482.25","      138997867","         4661.51"
"23-Jan-2019","    27493.10","    27564.70","    27189.60","    27250.75","      126935738","         3525.23"
"24-Jan-2019","    27273.50","    27342.35","    27142.80","    27266.40","      210279603","         5373.42"
"25-Jan-2019","    27261.45","    27433.55","    27045.20","    27115.30","      284535180","         7269.49"
"28-Jan-2019","    27041.45","    27134.20","    26587.95","    26653.05","      181836992","         5404.63"
"29-Jan-2019","    26616.25","    26743.85","    26441.55","    26573.40","      194369347","         5235.15"
"30-Jan-2019","    26789.75","    26916.25","    26693.70","    26825.50","      249270714","         8955.81"
"31-Jan-2019","    26969.15","    27325.05","    26891.05","    27295.45","      306292995","         9985.48"
"01-Feb-2019","    27334.55","    27533.05","    26930.45","    27085.95","      238794913","         6813.15"
"04-Feb-2019","    26974.00","    27243.80","    26825.55","    27186.60","      173078574","         4342.07"
"05-Feb-2019","    27226.05","    27348.25","    27153.20","    27271.70","      189860429","         4160.27"
"06-Feb-2019","    27326.20","    27428.65","    27294.10","    27402.35","      164747849","         3816.51"
"07-Feb-2019","    27424.10","    27589.75","    27322.95","    27387.15","      156626117","         3637.06"
"08-Feb-2019","    27302.65","    27482.10","    27221.25","    27294.40","      142258447","         3838.29"
"11-Feb-2019","    27240.50","    27305.90","    27151.55","    27227.80","      117311228","         3186.38"
"12-Feb-2019","    27166.90","    27286.65","    26988.90","    27010.75","      117431255","         3697.43"
"13-Feb-2019","    27068.85","    27108.00","    26839.05","    26885.40","      112116513","         3288.32"
"14-Feb-2019","    26978.00","    27030.00","    26818.05","    26970.60","      374943572","         8959.41"
"15-Feb-2019","    27017.20","    27029.95","    26635.25","    26794.25","      252673681","         6444.39"
"18-Feb-2019","    26754.60","    26829.95","    26617.70","    26654.25","      175449436","         4231.50"
"19-Feb-2019","    26666.55","    26996.45","    26625.60","    26684.85","      129759984","         3282.94"
"20-Feb-2019","    26786.00","    26985.50","    26732.65","    26955.50","      130711905","         3256.71"
"21-Feb-2019","    26994.75","    27100.90","    26973.00","    27052.40","      148275410","         3574.09"
"22-Feb-2019","    26960.05","    26997.35","    26847.80","    26867.55","      221450091","        13958.07"
"25-Feb-2019","    26934.20","    27197.10","    26932.65","    27159.25","      141100629","         4254.38"
"26-Feb-2019","    26853.80","    27127.25","    26736.60","    26952.95","      201083249","         5390.59"
"27-Feb-2019","    27078.10","    27189.45","    26719.40","    26799.30","      193745424","         5604.59"
"28-Feb-2019","    26878.00","    26920.50","    26762.55","    26789.90","      191588675","         6926.21"
